text,category
Tap water is brown/muddy in Brgy. Malinis yesterday; possible pipe contamination.,Water Supply
Forest/brush fire near Brgy. New Era boundary; flames visible from National Hwy at 7:00 PM.,Fire
Transformer humming loudly and smells burnt near Quezon Blvd. Brgy. Mabini; possible overload.,Electricity
Tap water is brown/muddy in Brgy. Pag-asa since Monday; possible pipe contamination.,Water Supply
Uncollected garbage after market day near bridge in Brgy. Sta. Cruz; plastic scattered on the road.,Garbage
Loud karaoke in Brgy. New Era near elementary school past 6:15 AM; kids can't sleep.,Noise
"Low water pressure on Rizal St., Brgy. Bayanihan last night; tap only drips.",Water Supply
Frequent voltage fluctuation/brownout in Brgy. Malinis since yesterday; lights flicker. 🙏,Electricity
Motorcycle theft attempt near public market in Brgy. Bagong Silang last night; please increase patrol. Pls respond asap.,Crime
Uncovered well/pit near Brgy. Sta. Cruz houses; children at risk.,Public Safety
Pack of stray dogs near park in Brgy. San Isidro 9:30 PM; chased children.,Animal Control
Baradong kanal sa Sampaguita St. Brgy. New Era; umaapaw tuwing malakas ang ulan and water enters houses.,Flooding
No water supply in Brgy Mabini since 11:55 PM; residents cannot store water Sana ma-actionan agad,Water Supply
Baha sa tapat ng public market Brgy. San Isidro at 8:10 AM; vehicles cannot pass safely.,Flooding
Broken lamp cover at Brgy. Riverside near plaza; bulb exposed and could shatter.,Streetlight
May bitak at lubak sa kalsada sa Quezon Blvd. Brgy. Bagong Silang; delikado lalo na pag gabi. 🔥,Road Damage
"Electrical sparks seen then small fire on pole near terminal, Brgy. Pag-asa kahapon pagkatapos ng ulan. thank you.",Fire
Water leak from main pipe near barangay hall Brgy. Sta. Cruz; water wasted and road flooded.,Water Supply
Exposed electrical wire hanging near elementary school in Brgy. Mabini; could electrocute someone.,Electricity
May bitak at lubak sa kalsada sa Rizal St. Brgy. Pag-asa; delikado lalo na pag gabi. thank you.,Road Damage
No traffic enforcer at intersection of Maharlika Rd. in Brgy. Mabini; near-misses happening.,Traffic
Tap water is brown/muddy in Brgy. Bayanihan last night; possible pipe contamination.,Water Supply
Patay ang ilaw sa poste malapit sa health center Brgy. New Era since yesterday.,Streetlight
Pack of stray dogs near bridge in Brgy. Riverside 11:55 PM; chased children. thank you.,Animal Control
Flickering streetlight at Mabini Ave. Brgy. San Isidro; safety concern for vendors.,Streetlight
Stray cats and dogs tearing garbage near covered court Brgy. New Era; causes mess and smell. Pls respond asap.,Animal Control
Exposed electrical wire hanging near plaza in Brgy. Poblacion; could electrocute someone. 🔥,Electricity
Frequent voltage fluctuation/brownout in Brgy. Malinis since yesterday; lights flicker. Pls respond asap.,Electricity
"Large pothole on Bonifacio Rd., Brgy. Mabini; a motorcycle almost crashed today. Needs patching.",Road Damage
"Electrical sparks seen then small fire on pole near chapel, Brgy. San Isidro kahapon pagkatapos ng ulan.",Fire
Flickering streetlight at Rizal St. Brgy. San Isidro; safety concern for residents. Sana ma-actionan agad.,Streetlight
Water interruption happens every morning in Brgy. Pag-asa; need schedule/notice.,Water Supply
Someone is dumping wastewater/sewage on Mabini Ave. Brgy. New Era; foul smell and slippery road.,Health
Intermittent internet: disconnects every few minutes in Brgy. New Era especially at 4:25 PM.,Internet
Strong winds damaged roofs in Brgy. Pag-asa last night; families need temporary shelter. 🙏,Disaster
Uncollected garbage after market day near park in Brgy. Bayanihan; plastic scattered on the road.,Garbage
Open trench left by roadworks near park in Brgy. New Era; no warning signs.,Road Damage
No water supply in Brgy. Riverside since 12:40 PM; residents cannot store water.,Water Supply
Strong winds damaged roofs in Brgy. San Isidro 3 days ago; families need temporary shelter.,Disaster
"Illegal vendors blocking one lane on Mabini Ave., Brgy. New Era; cars stuck and honking.",Traffic
May nag-iinuman at sobrang ingay sa JP Laurel St. Brgy. Bayanihan hanggang 8:10 AM. Sana ma-actionan agad.,Noise
Power outage in Brgy. Riverside since 11:55 PM; households cannot use appliances.,Electricity
Dead animal (dog/cat) on National Hwy Brgy. New Era; needs proper disposal to avoid disease. 😷,Animal Control
Snake spotted near creek Brgy. Riverside 3 days ago; residents scared.,Animal Control
Food stalls near elementary school Brgy. Mabini have uncovered food and flies; sanitation issue. Pls respond asap.,Health
Reported suspected food poisoning after eating at terminal Brgy. Sta. Cruz 3 days ago; several senior citizens got sick.,Health
"Overflowing trash bins near the bridge in Brgy. Pag-asa, Quezon Blvd.. Foul smell last night; vendors complaining.",Garbage
Pack of stray dogs near park in Brgy. Bagong Silang 7:00 PM; chased children. 😷,Animal Control
"Illegal vendors blocking one lane on JP Laurel St., Brgy. Pag-asa; cars stuck and honking. Need help ASAP.",Traffic
Road shoulder collapsed near Brgy. Malinis along Mabini Ave. during drizzle; risk of accident.,Road Damage
Transformer humming loudly and smells burnt near Liberty St. Brgy. Poblacion; possible overload.,Electricity
Very slow mobile data signal near public market Brgy. Sta. Cruz; calls dropping frequently.,Internet
"Tricycles loading/unloading in the middle of Rizal St., Brgy. Poblacion; causes congestion.",Traffic
Broken footbridge/handrail near covered court Brgy Malinis; risk of falling Need help ASAP,Public Safety
Food stalls near health center Brgy. Sta. Cruz have uncovered food and flies; sanitation issue. Sana ma-actionan agad.,Health
"Streetlight not working on National Hwy, Brgy. Riverside; area is very dark at night.",Streetlight
Faded pedestrian crossing near plaza Brgy. Riverside; drivers don't slow down.,Traffic
"Tricycles loading/unloading in the middle of Rizal St., Brgy. Malinis; causes congestion.",Traffic
"Low water pressure on Del Pilar St., Brgy. Poblacion yesterday; tap only drips. thank you.",Water Supply
Someone is dumping wastewater/sewage on Maharlika Rd. Brgy. Sta. Cruz; foul smell and slippery road.,Health
Power outage in Brgy. San Isidro since 11:55 PM; households cannot use appliances.,Electricity
"Knee-deep floodwater kahapon pagkatapos ng ulan along Sampaguita St., Brgy. Sta. Cruz. Drainage clogged with leaves and plastic. Pls respond asap.",Flooding
Fallen tree blocking Sampaguita St. in Brgy. Pag-asa kahapon pagkatapos ng ulan; needs clearing team. Sana ma-actionan agad.,Disaster
"Large pothole on Mabini Ave., Brgy. Mabini; a motorcycle almost crashed since Monday. Needs patching.",Road Damage
Water leak from main pipe near elementary school Brgy. Mabini; water wasted and road flooded. Sana ma-actionan agad.,Water Supply
May naghihinalang tao paikot-ikot near bridge Brgy. Bagong Silang last night; residents feel unsafe.,Crime
Patay ang ilaw sa poste malapit sa terminal Brgy. Sta. Cruz since this morning. thank you.,Streetlight
Transformer humming loudly and smells burnt near Bonifacio Rd. Brgy. Mabini; possible overload.,Electricity
Loud karaoke in Brgy. Riverside near chapel past 7:00 PM; kids can't sleep.,Noise
May nag-iinuman at sobrang ingay sa Liberty St. Brgy. Pag-asa hanggang 5:30 AM.,Noise
"Standing water in front of barangay hall, Brgy. Sta. Cruz this morning; possible mosquito breeding.",Flooding
Heavy traffic due to double parking near evacuation center in Brgy. Bagong Silang at 6:15 AM.,Traffic
Open trench left by roadworks near barangay hall in Brgy. Sta. Cruz; no warning signs.,Road Damage
"Large pothole on Liberty St., Brgy. Mabini; a motorcycle almost crashed yesterday. Needs patching.",Road Damage
Uncovered well/pit near Brgy. San Isidro houses; children at risk.,Public Safety
"Construction drilling starts at 11:55 PM in Brgy. Pag-asa, Rizal St.; violates quiet hours.",Noise
Motorcycle theft attempt near health center in Brgy. Poblacion last night; please increase patrol.,Crime
"Streetlight not working on National Hwy, Brgy. New Era; area is very dark at night.",Streetlight
No water supply in Brgy. Bayanihan since 11:55 PM; residents cannot store water.,Water Supply
Food stalls near barangay hall Brgy. Bagong Silang have uncovered food and flies; sanitation issue.,Health
Bar music too loud near evacuation center Brgy. Riverside; windows shaking.,Noise
Community WiFi at park Brgy. Riverside not working since yesterday; router keeps rebooting. Sana ma-actionan agad.,Internet
"Electrical sparks seen then small fire on pole near public market, Brgy. Pag-asa during drizzle.",Fire
Road shoulder collapsed near Brgy. Sta. Cruz along Liberty St. tuwing malakas ang ulan; risk of accident.,Road Damage
Baradong kanal sa JP Laurel St. Brgy. Bayanihan; umaapaw nung bagyo and water enters houses. Need help ASAP.,Flooding
May nasusunog na basura/kanal near National Hwy Brgy. Pag-asa around 9:30 PM; strong odor and smoke.,Fire
"Large pothole on Liberty St., Brgy. San Isidro; a motorcycle almost crashed since Monday. Needs patching.",Road Damage
Pack of stray dogs near public market in Brgy. Poblacion 8:10 AM; chased children.,Animal Control
"May nagsusunog ng basura near evacuation center, Brgy. Poblacion around 6:15 AM; usok pumapasok sa bahay.",Garbage
Baha sa tapat ng elementary school Brgy. Sta. Cruz at 12:40 PM; vehicles cannot pass safely.,Flooding
Reported burglary at Quezon Blvd Brgy Poblacion; window forced open last night,Crime
"Standing water in front of public market, Brgy. Bayanihan today; possible mosquito breeding.",Flooding
May bitak at lubak sa kalsada sa Sampaguita St. Brgy. Malinis; delikado lalo na pag gabi. Need help ASAP.,Road Damage
Drunk individuals harassing commuters near terminal Brgy. Malinis at 6:15 AM. Need help ASAP.,Crime
Loud karaoke in Brgy. San Isidro near terminal past 7:00 PM; kids can't sleep.,Noise
Minor landslide/soil erosion near Brgy. Mabini roadside on Sampaguita St. after the thunderstorm.,Disaster
Community WiFi at riverbank Brgy. San Isidro not working last night; router keeps rebooting.,Internet
Reported suspected food poisoning after eating at covered court Brgy. Pag-asa this morning; several children got sick. thank you.,Health
"Standing water in front of elementary school, Brgy. Poblacion 3 days ago; possible mosquito breeding. Pls respond asap. 🙏",Flooding
Several streetlights out along National Hwy in Brgy. San Isidro; please repair.,Streetlight
Blocked fire exit/escape route near barangay hall Brgy. Sta. Cruz; please enforce safety.,Public Safety
Community WiFi at barangay hall Brgy. Malinis not working last night; router keeps rebooting. 🚨,Internet
Patay ang ilaw sa poste malapit sa public market Brgy. Malinis since since Monday.,Streetlight
"May tambak na basura sa kanto ng Rizal St., Brgy. Bagong Silang. Hindi pa kinukuha this morning. May daga na. 🔥",Garbage
"Low water pressure on Sampaguita St, Brgy Sta Cruz today; tap only drips",Water Supply
Open manhole on Maharlika Rd. Brgy. Sta. Cruz near covered court; very dangerous at night.,Public Safety
Baha sa tapat ng riverbank Brgy. Mabini at 4:25 PM; vehicles cannot pass safely. Sana ma-actionan agad.,Flooding
Illegal dumping of mixed waste and construction debris beside the bridge at Brgy. Malinis.,Garbage
Illegal dumping of mixed waste and construction debris beside the terminal at Brgy. Sta. Cruz.,Garbage
Snake spotted near shoreline Brgy. San Isidro last night; residents scared.,Animal Control
May nag-iinuman at sobrang ingay sa Rizal St. Brgy. Bayanihan hanggang 8:10 AM.,Noise
Drunk individuals harassing commuters near chapel Brgy. New Era at 8:10 AM. Need help ASAP.,Crime
Minor landslide/soil erosion near Brgy. Malinis roadside on Rizal St. after the thunderstorm. 🔥,Disaster
"Electrical sparks seen then small fire on pole near bridge, Brgy. Pag-asa after heavy rain.",Fire
Strong winds damaged roofs in Brgy. Riverside for 1 week; families need temporary shelter.,Disaster
"Snatching incident reported on Rizal St., Brgy. Mabini at 4:25 PM; CCTV in area should be checked. 🔥",Crime
"Low water pressure on JP Laurel St., Brgy. Sta. Cruz since yesterday; tap only drips.",Water Supply
Heavy traffic due to double parking near plaza in Brgy. Riverside at 7:00 PM. Need help ASAP.,Traffic
Baradong kanal sa Sampaguita St. Brgy. Poblacion; umaapaw tuwing malakas ang ulan and water enters houses.,Flooding
Minor landslide/soil erosion near Brgy. Riverside roadside on Mabini Ave. after the thunderstorm. Sana ma-actionan agad.,Disaster
Broken footbridge/handrail near health center Brgy. New Era; risk of falling.,Public Safety
Illegal dumping of mixed waste and construction debris beside the covered court at Brgy. Malinis.,Garbage
Loose hanging cables across Del Pilar St. Brgy. Riverside; could snag vehicles.,Public Safety
Faded pedestrian crossing near plaza Brgy. Bayanihan; drivers don't slow down.,Traffic
Loose hanging cables across Mabini Ave. Brgy. Pag-asa; could snag vehicles.,Public Safety
Stray cats and dogs tearing garbage near public market Brgy. Bayanihan; causes mess and smell.,Animal Control
"May nagsusunog ng basura near health center, Brgy. San Isidro around 11:55 PM; usok pumapasok sa bahay.",Garbage
Illegal dumping of mixed waste and construction debris beside the chapel at Brgy. San Isidro.,Garbage
"Broken sidewalk tiles near terminal, Brgy. Bayanihan; pedestrians keep tripping.",Road Damage
"Electrical sparks seen then small fire on pole near health center, Brgy. Riverside after heavy rain.",Fire
Someone is dumping wastewater/sewage on Rizal St. Brgy. Poblacion; foul smell and slippery road.,Health
Water interruption happens every morning in Brgy. Bagong Silang; need schedule/notice.,Water Supply
Strong winds damaged roofs in Brgy. Bayanihan since Monday; families need temporary shelter.,Disaster
May bitak at lubak sa kalsada sa National Hwy Brgy. New Era; delikado lalo na pag gabi. 🙏,Road Damage
May nasusunog na basura/kanal near Liberty St. Brgy. Sta. Cruz around 7:00 PM; strong odor and smoke.,Fire
"May nagsusunog ng basura near elementary school, Brgy. Bayanihan around 4:25 PM; usok pumapasok sa bahay.",Garbage
"Standing water in front of terminal, Brgy. Riverside since Monday; possible mosquito breeding.",Flooding
May asong gala na nangagat sa Bonifacio Rd Brgy Mabini this morning; needs barangay action,Animal Control
Drunk individuals harassing commuters near covered court Brgy. Bayanihan at 5:30 AM.,Crime
Stray cats and dogs tearing garbage near terminal Brgy. Poblacion; causes mess and smell.,Animal Control
"Overflowing trash bins near the evacuation center in Brgy. Pag-asa, Rizal St.. Foul smell today; residents complaining.",Garbage
Someone is dumping wastewater/sewage on Sampaguita St. Brgy. Bayanihan; foul smell and slippery road.,Health
Frequent voltage fluctuation/brownout in Brgy. Poblacion for 1 week; lights flicker.,Electricity
Someone is dumping wastewater/sewage on Bonifacio Rd Brgy Mabini; foul smell and slippery road Sana ma-actionan agad,Health
Internet connection down in Brgy. Bayanihan since this morning; students can't attend online class.,Internet
Water interruption happens every morning in Brgy. Mabini; need schedule/notice.,Water Supply
No traffic enforcer at intersection of Quezon Blvd. in Brgy. Riverside; near-misses happening.,Traffic
Stray animals roaming near health center in Brgy. New Era; risk of bites and rabies.,Health
"Standing water in front of plaza, Brgy. Pag-asa last night; possible mosquito breeding.",Flooding
"May nagsusunog ng basura near covered court, Brgy. Bayanihan around 5:30 AM; usok pumapasok sa bahay.",Garbage
Motorcycle theft attempt near bridge in Brgy. Sta. Cruz last night; please increase patrol.,Crime
"Snatching incident reported on Quezon Blvd., Brgy. Bayanihan at 8:10 AM; CCTV in area should be checked.",Crime
Someone is dumping wastewater/sewage on Del Pilar St. Brgy. Poblacion; foul smell and slippery road.,Health
Evacuation center at covered court Brgy. New Era lacks supplies (water/blankets) last night.,Disaster
May nasusunog na basura/kanal near National Hwy Brgy. Bagong Silang around 11:55 PM; strong odor and smoke. 😷,Fire
May bitak at lubak sa kalsada sa Del Pilar St. Brgy. San Isidro; delikado lalo na pag gabi. Sana ma-actionan agad.,Road Damage
Loud karaoke in Brgy. Riverside near elementary school past 4:25 PM; kids can't sleep.,Noise
Blocked fire exit/escape route near barangay hall Brgy. San Isidro; pls enforce safety. Need help ASAP.,Public Safety
Open manhole on JP Laurel St. Brgy. Riverside near bridge; very dangerous at night.,Public Safety
Loud karaoke in Brgy. Bayanihan near terminal past 6:15 AM; kids can't sleep.,Noise
Transformer humming loudly and smells burnt near Rizal St Brgy San Isidro; possible overload,Electricity
Evacuation center at elementary school Brgy. Bagong Silang lacks supplies (water/blankets) for 1 week.,Disaster
Forest/brush fire near Brgy. Malinis boundary; flames visible from Sampaguita St. at 6:15 AM.,Fire
"Construction drilling starts at 11:55 PM in Brgy. Bagong Silang, Maharlika Rd.; violates quiet hours.",Noise
Open manhole on Liberty St. Brgy. Poblacion near covered court; very dangerous at night.,Public Safety
Stray cats and dogs tearing garbage near public market Brgy. Poblacion; causes mess and smell.,Animal Control
Kitchen fire at a stall near evacuation center Brgy. Riverside; needs inspection of LPG safety.,Fire
Reported suspected food poisoning after eating at elementary school Brgy. Mabini this morning; several commuters got sick.,Health
Dead animal (dog/cat) on Rizal St Brgy Sta Cruz; needs proper disposal to avoid disease,Animal Control
Water leak from main pipe near health center Brgy. Poblacion; water wasted and road flooded. thank you. 😷,Water Supply
Motorcycle theft attempt near park in Brgy. Pag-asa last night; please increase patrol.,Crime
Earthquake aftershocks reported; cracks seen at terminal Brgy. Poblacion; request inspection.,Disaster
Broken lamp cover at Brgy. Pag-asa near barangay hall; bulb exposed and could shatter.,Streetlight
"Possible dengue risk: standing water and many mosquitoes near park, Brgy. Bagong Silang for 1 week.",Health
"Illegal vendors blocking one lane on Del Pilar St., Brgy. Sta. Cruz; cars stuck and honking.",Traffic
Very slow mobile data signal near elementary school Brgy. Pag-asa; calls dropping frequently.,Internet
"Possible dengue risk: standing water and many mosquitoes near covered court, Brgy. Bagong Silang today.",Health
Stray animals roaming near park in Brgy. Bagong Silang; risk of bites and rabies.,Health
"Large pothole on Quezon Blvd., Brgy. Malinis; a motorcycle almost crashed since yesterday. Needs patching.",Road Damage
"Large pothole on National Hwy, Brgy. Pag-asa; a motorcycle almost crashed for 1 week. Needs patching.",Road Damage
Frequent voltage fluctuation/brownout in Brgy. Sta. Cruz last night; lights flicker. 🚨,Electricity
Fiber line hanging low across Liberty St. Brgy. Malinis; trucks might hit it. Need help ASAP. 🚨,Internet
Broken footbridge/handrail near bridge Brgy. Bayanihan; risk of falling.,Public Safety
Tap water is brown/muddy in Brgy. Pag-asa for 1 week; possible pipe contamination.,Water Supply
Blocked fire exit/escape route near terminal Brgy. Riverside; please enforce safety.,Public Safety
Reported suspected food poisoning after eating at elementary school Brgy. Mabini today; several residents got sick.,Health
Very slow mobile data signal near bridge Brgy. Sta. Cruz; calls dropping frequently.,Internet
Food stalls near public market Brgy. Bagong Silang have uncovered food and flies; sanitation issue.,Health
Flickering streetlight at Sampaguita St. Brgy. Bagong Silang; safety concern for students.,Streetlight
No traffic enforcer at intersection of Rizal St. in Brgy. Riverside; near-misses happening.,Traffic
Transformer humming loudly and smells burnt near Bonifacio Rd Brgy Pag-asa; possible overload,Electricity
"Tricycles loading/unloading in the middle of Sampaguita St., Brgy. Bayanihan; causes congestion.",Traffic
"Overflowing trash bins near the barangay hall in Brgy. Pag-asa, Sampaguita St.. Foul smell last night; vendors complaining.",Garbage
May naghihinalang tao paikot-ikot near covered court Brgy. San Isidro since yesterday; residents feel unsafe.,Crime
"Power pole leaning dangerously on Mabini Ave., Brgy. Malinis; might fall tuwing malakas ang ulan.",Electricity
Frequent voltage fluctuation/brownout in Brgy Sta Cruz 3 days ago; lights flicker Need help ASAP,Electricity
"Manhole cover missing on Bonifacio Rd., Brgy. Poblacion; water cannot drain properly tuwing malakas ang ulan.",Flooding
Loose hanging cables across Mabini Ave. Brgy. Pag-asa; could snag vehicles. Pls respond asap.,Public Safety
"Low water pressure on Mabini Ave., Brgy. Bayanihan yesterday; tap only drips. thank you.",Water Supply
Water interruption happens every morning in Brgy. Sta. Cruz; need schedule/notice.,Water Supply
Grass fire reported near terminal in Brgy. New Era this morning; smoke reducing visibility on Sampaguita St.. thank you.,Fire
Motorcycle theft attempt near chapel in Brgy. Malinis last night; please increase patrol. thank you.,Crime
"Electrical sparks seen then small fire on pole near covered court, Brgy. Mabini during drizzle. Need help ASAP.",Fire
"Broken sidewalk tiles near public market, Brgy. Bayanihan; pedestrians keep tripping. Need help ASAP.",Road Damage
Drunk individuals harassing commuters near elementary school Brgy. Bagong Silang at 5:30 AM.,Crime
Baha sa tapat ng chapel Brgy. Pag-asa at 11:55 PM; vehicles cannot pass safely.,Flooding
No water supply in Brgy. Malinis since 6:15 AM; residents cannot store water.,Water Supply
Illegal dumping of mixed waste and construction debris beside the evacuation center at Brgy. Riverside.,Garbage
Dead animal (dog/cat) on Liberty St. Brgy. Riverside; needs proper disposal to avoid disease.,Animal Control
"Streetlight not working on JP Laurel St., Brgy. Riverside; area is very dark at night.",Streetlight
Baha sa tapat ng public market Brgy. Bayanihan at 6:15 AM; vehicles cannot pass safely.,Flooding
"May tambak na basura sa kanto ng Del Pilar St., Brgy. Mabini. Hindi pa kinukuha since yesterday. May daga na.",Garbage
Stray animals roaming near park in Brgy. San Isidro; risk of bites and rabies.,Health
"Low water pressure on Liberty St., Brgy. Mabini 3 days ago; tap only drips.",Water Supply
Fiber line hanging low across Mabini Ave. Brgy. Bagong Silang; trucks might hit it.,Internet
"Broken sidewalk tiles near terminal, Brgy. Mabini; pedestrians keep tripping.",Road Damage
Earthquake aftershocks reported; cracks seen at plaza Brgy. Bayanihan; request inspection. 🚨,Disaster
"Broken sidewalk tiles near covered court, Brgy. Mabini; pedestrians keep tripping. 🚨",Road Damage
Reported burglary at Del Pilar St. Brgy. Mabini; window forced open 3 days ago.,Crime
Illegal dumping of mixed waste and construction debris beside the bridge at Brgy. Sta. Cruz.,Garbage
Internet connection down in Brgy. Sta. Cruz since for 1 week; students can't attend online class.,Internet
"Standing water in front of covered court, Brgy. Bayanihan this morning; possible mosquito breeding.",Flooding
Reported burglary at Sampaguita St. Brgy. Riverside; window forced open last night.,Crime
Baradong kanal sa Rizal St. Brgy. Poblacion; umaapaw after heavy rain and water enters houses.,Flooding
"Construction drilling starts at 5:30 AM in Brgy. Bayanihan, Rizal St.; violates quiet hours.",Noise
Tap water is brown/muddy in Brgy. Riverside yesterday; possible pipe contamination.,Water Supply
Power outage in Brgy. New Era since 6:15 AM; households cannot use appliances. Pls respond asap.,Electricity
Open manhole on Del Pilar St. Brgy. Mabini near elementary school; very dangerous at night. 😷,Public Safety
Loose hanging cables across Quezon Blvd. Brgy. Malinis; could snag vehicles.,Public Safety
Open manhole on Sampaguita St. Brgy. Malinis near bridge; very dangerous at night. 😷,Public Safety
Uncollected garbage after market day near riverbank in Brgy. Sta. Cruz; plastic scattered on the road. thank you.,Garbage
Uncollected garbage after market day near chapel in Brgy. Pag-asa; plastic scattered on the road.,Garbage
Reported burglary at Rizal St. Brgy. Pag-asa; window forced open last night. Pls respond asap.,Crime
Motorcycle theft attempt near terminal in Brgy. Bayanihan last night; please increase patrol. Need help ASAP.,Crime
Broken lamp cover at Brgy. Bayanihan near chapel; bulb exposed and could shatter.,Streetlight
Water interruption happens every morning in Brgy. Sta. Cruz; need schedule/notice.,Water Supply
"May nagsusunog ng basura near bridge, Brgy. Poblacion around 6:15 AM; usok pumapasok sa bahay.",Garbage
May nag-iinuman at sobrang ingay sa Liberty St. Brgy. Sta. Cruz hanggang 4:25 PM.,Noise
Open trench left by roadworks near riverbank in Brgy. Sta. Cruz; no warning signs.,Road Damage
Power outage in Brgy. San Isidro since 7:00 PM; households cannot use appliances.,Electricity
Strong winds damaged roofs in Brgy. Malinis since yesterday; families need temporary shelter.,Disaster
May asong gala na nangagat sa Liberty St. Brgy. Malinis since Monday; needs barangay action.,Animal Control
"Electrical sparks seen then small fire on pole near elementary school, Brgy. Poblacion after heavy rain.",Fire
Someone is dumping wastewater/sewage on Liberty St. Brgy. Riverside; foul smell and slippery road. Sana ma-actionan agad.,Health
No traffic enforcer at intersection of Mabini Ave. in Brgy. Pag-asa; near-misses happening.,Traffic
"Electrical sparks seen then small fire on pole near terminal, Brgy. New Era tuwing malakas ang ulan.",Fire
Several streetlights out along JP Laurel St. in Brgy. Malinis; please repair. 🚨,Streetlight
Drunk individuals harassing commuters near park Brgy. New Era at 6:15 AM.,Crime
Illegal dumping of mixed waste and construction debris beside the health center at Brgy. Bayanihan. Pls respond asap.,Garbage
Exposed electrical wire hanging near bridge in Brgy. Riverside; could electrocute someone.,Electricity
Flickering streetlight at Liberty St. Brgy. Mabini; safety concern for commuters.,Streetlight
"Tricycles loading/unloading in the middle of National Hwy, Brgy. Sta. Cruz; causes congestion.",Traffic
Illegal dumping of mixed waste and construction debris beside the health center at Brgy. Sta. Cruz.,Garbage
"Large pothole on Rizal St., Brgy. Mabini; a motorcycle almost crashed yesterday. Needs patching.",Road Damage
Snake spotted near creek Brgy. San Isidro today; residents scared.,Animal Control
Fiber line hanging low across Liberty St. Brgy. Bagong Silang; trucks might hit it. 🙏,Internet
Fiber line hanging low across National Hwy Brgy. Pag-asa; trucks might hit it. Pls respond asap.,Internet
Loose hanging cables across Bonifacio Rd. Brgy. Sta. Cruz; could snag vehicles.,Public Safety
"Illegal vendors blocking one lane on National Hwy, Brgy. Bayanihan; cars stuck and honking.",Traffic
Bar music too loud near elementary school Brgy. New Era; windows shaking.,Noise
Blocked fire exit/escape route near terminal Brgy. Bagong Silang; please enforce safety.,Public Safety
Bar music too loud near public market Brgy. Mabini; windows shaking.,Noise
Snake spotted near canal Brgy. Bagong Silang this morning; residents scared. Sana ma-actionan agad.,Animal Control
Reported burglary at Bonifacio Rd. Brgy. Bayanihan; window forced open for 1 week.,Crime
Pack of stray dogs near chapel in Brgy. Malinis 7:00 PM; chased children.,Animal Control
Evacuation center at plaza Brgy. Pag-asa lacks supplies (water/blankets) this morning. Need help ASAP.,Disaster
May asong gala na nangagat sa Quezon Blvd. Brgy. Poblacion for 1 week; needs barangay action.,Animal Control
"Power pole leaning dangerously on Sampaguita St., Brgy. Riverside; might fall tuwing malakas ang ulan.",Electricity
Stray animals roaming near elementary school in Brgy Malinis; risk of bites and rabies,Health
Reported burglary at Quezon Blvd. Brgy. Pag-asa; window forced open since yesterday.,Crime
"May nagsusunog ng basura near terminal, Brgy. San Isidro around 6:15 AM; usok pumapasok sa bahay. Need help ASAP.",Garbage
Exposed electrical wire hanging near terminal in Brgy. Mabini; could electrocute someone. Sana ma-actionan agad.,Electricity
"Low water pressure on Bonifacio Rd., Brgy. New Era this morning; tap only drips.",Water Supply
Fiber line hanging low across National Hwy Brgy. Bagong Silang; trucks might hit it.,Internet
Motorcycle theft attempt near elementary school in Brgy. Sta. Cruz last night; please increase patrol. Need help ASAP.,Crime
Open manhole on Sampaguita St. Brgy. San Isidro near public market; very dangerous at night.,Public Safety
"Manhole cover missing on Quezon Blvd., Brgy. New Era; water cannot drain properly during drizzle.",Flooding
Heavy traffic due to double parking near public market in Brgy. Riverside at 4:25 PM. 🙏,Traffic
Baradong kanal sa Maharlika Rd. Brgy. Sta. Cruz; umaapaw after heavy rain and water enters houses.,Flooding
Flickering streetlight at JP Laurel St. Brgy. Bagong Silang; safety concern for motorists.,Streetlight
"Overflowing trash bins near the terminal in Brgy. New Era, Maharlika Rd.. Foul smell yesterday; commuters complaining.",Garbage
"Electrical sparks seen then small fire on pole near elementary school, Brgy. Mabini nung bagyo.",Fire
Someone is dumping wastewater/sewage on Quezon Blvd. Brgy. Malinis; foul smell and slippery road.,Health
Kitchen fire at a stall near elementary school Brgy. Pag-asa; needs inspection of LPG safety. Need help ASAP.,Fire
May bitak at lubak sa kalsada sa Liberty St. Brgy. Sta. Cruz; delikado lalo na pag gabi.,Road Damage
Loose hanging cables across Liberty St. Brgy. Sta. Cruz; could snag vehicles.,Public Safety
"Knee-deep floodwater during drizzle along JP Laurel St., Brgy. Malinis. Drainage clogged with leaves and plastic.",Flooding
"Possible dengue risk: standing water and many mosquitoes near riverbank, Brgy. Poblacion this morning.",Health
May nag-iinuman at sobrang ingay sa Maharlika Rd. Brgy. New Era hanggang 8:10 AM.,Noise
"Standing water in front of health center, Brgy. New Era since yesterday; possible mosquito breeding. 🔥",Flooding
Uncovered well/pit near Brgy. Poblacion houses; children at risk.,Public Safety
May nasusunog na basura/kanal near Del Pilar St. Brgy. Riverside around 9:30 PM; strong odor and smoke.,Fire
Snake spotted near canal Brgy. Poblacion today; residents scared.,Animal Control
Uncovered well/pit near Brgy. Bagong Silang houses; children at risk. thank you.,Public Safety
Someone is dumping wastewater/sewage on Rizal St. Brgy. Poblacion; foul smell and slippery road.,Health
Reported suspected food poisoning after eating at park Brgy. New Era since yesterday; several commuters got sick.,Health
Fiber line hanging low across Maharlika Rd. Brgy. Pag-asa; trucks might hit it.,Internet
Reported burglary at Sampaguita St Brgy Bayanihan; window forced open today,Crime
